  52.50  0.95  0.19609E+10  0.029 303.8  0.68615E+11
  53.00  0.95  0.19261E+10  0.029 304.0  0.67370E+11
  53.50  0.95  0.18926E+10  0.029 304.2  0.66175E+11
  54.00  0.95  0.18606E+10  0.029 304.4  0.65032E+11
  54.50  0.95  0.18298E+10  0.029 304.5  0.63940E+11
  55.00  0.95  0.18004E+10  0.029 304.7  0.62896E+11
  55.50  0.95  0.17723E+10  0.029 304.9  0.61902E+11
  56.00  0.95  0.17455E+10  0.029 305.0  0.60955E+11
  56.50  0.95  0.17199E+10  0.029 305.2  0.60056E+11
  57.00  0.95  0.16957E+10  0.029 305.3  0.59202E+11
  57.50  0.95  0.16726E+10  0.029 305.4  0.58393E+11
  58.00  0.95  0.16508E+10  0.029 305.5  0.57628E+11
  58.50  0.95  0.16302E+10  0.029 305.6  0.56906E+11
  59.00  0.95  0.16107E+10  0.029 305.7  0.56226E+11
  59.50  0.95  0.15924E+10  0.029 305.8  0.55586E+11
  60.00  0.95  0.15752E+10  0.029 305.9  0.54986E+11
  60.50  0.95  0.15591E+10  0.029 305.9  0.54425E+11
  61.00  0.95  0.15440E+10  0.029 306.0  0.53901E+11
  61.50  0.95  0.15299E+10  0.029 306.1  0.53414E+11
  62.00  0.95  0.15169E+10  0.029 306.1  0.52962E+11
  62.50  0.95  0.15048E+10  0.029 306.2  0.52545E+11
  63.00  0.95  0.14937E+10  0.029 306.2  0.52162E+11
  63.50  0.95  0.14836E+10  0.029 306.2  0.51811E+11
  64.00  0.95  0.14743E+10  0.029 306.3  0.51492E+11
  64.50  0.95  0.14659E+10  0.029 306.3  0.51203E+11
  65.00  0.95  0.14583E+10  0.029 306.3  0.50945E+11
  65.50  0.95  0.14516E+10  0.029 306.3  0.50716E+11
  66.00  0.95  0.14457E+10  0.029 306.3  0.50515E+11
  66.50  0.95  0.14406E+10  0.029 306.3  0.50341E+11
  67.00  0.95  0.14362E+10  0.029 306.3  0.50194E+11
  67.50  0.95  0.14326E+10  0.029 306.3  0.50073E+11
  68.00  0.95  0.14297E+10  0.029 306.3  0.49977E+11
  68.50  0.95  0.14275E+10  0.029 306.3  0.49905E+11
  69.00  0.95  0.14260E+10  0.029 306.3  0.49857E+11
  69.50  0.95  0.14252E+10  0.029 306.3  0.49832E+11
  70.00  0.95  0.14250E+10  0.029 306.2  0.49830E+11
  70.50  0.95  0.14254E+10  0.029 306.2  0.49849E+11
  71.00  0.95  0.14264E+10  0.029 306.2  0.49890E+11
  71.50  0.95  0.14279E+10  0.029 306.1  0.49951E+11
  72.00  0.95  0.14302E+10  0.029 306.1  0.50032E+11
  72.50  0.95  0.14329E+10  0.029 306.1  0.50132E+11
  73.00  0.95  0.14362E+10  0.029 306.1  0.50252E+11
  73.50  0.95  0.14400E+10  0.029 306.0  0.50390E+11
  74.00  0.95  0.14444E+10  0.029 306.0  0.50546E+11
  74.50  0.95  0.14492E+10  0.029 305.9  0.50719E+11
  75.00  0.95  0.14545E+10  0.029 305.9  0.50909E+11
  75.50  0.95  0.14602E+10  0.029 305.8  0.51115E+11
  76.00  0.95  0.14664E+10  0.029 305.8  0.51337E+11
  76.50  0.95  0.14731E+10  0.029 305.7  0.51575E+11
  77.00  0.95  0.14801E+10  0.029 305.7  0.51827E+11
  77.50  0.95  0.14875E+10  0.029 305.6  0.52093E+11
  78.00  0.95  0.14953E+10  0.029 305.5  0.52372E+11
  78.50  0.95  0.15035E+10  0.029 305.5  0.52665E+11
  79.00  0.95  0.15120E+10  0.029 305.4  0.52970E+11
  79.50  0.95  0.15208E+10  0.029 305.3  0.53286E+11
